source_id,target,pollutant,status,method_category,activity_record,parameter_record,control_record,generation_t,emission_t,standard_reference,reason_codes,minimum_recalculation_complete,complete_process_record,run_id,method
SRC-IND-000003,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.2954424,0.2954424,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000003,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.183768,0.183768,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000003,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0042408,0.0042408,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000003,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0042408,0.0042408,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000003,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000003,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000003,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0169632,0.0169632,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000003,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.01525116,0.01525116,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",2.6562437,2.6562437,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",1.652209,1.652209,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0381279,0.0381279,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0381279,0.0381279,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.1525116,0.1525116,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000004,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.01518204,0.01518204,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",2.6442053,2.6442053,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",1.644721,1.644721,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0379551,0.0379551,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0379551,0.0379551,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.1518204,0.1518204,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000005,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.01923156,0.01923156,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",3.3494967,3.3494967,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",2.083419,2.083419,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0480789,0.0480789,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0480789,0.0480789,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.1923156,0.1923156,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000006,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.01463064,0.01463064,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",2.5481698,2.5481698,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",1.584986,1.584986,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0365766,0.0365766,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0365766,0.0365766,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.1463064,0.1463064,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000007,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0021812600000000004,0.00218126,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",1.04918606,1.04918606,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0654378,0.0654378,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0545315,0.0545315,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0545315,0.0545315,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.01526882,0.01526882,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.00436252,0.00436252,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.01417819,0.01417819,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000008,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.001973803,0.001973803,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.2768623,0.215952594,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.172211,0.172211,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0039741,0.0039741,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0039741,0.0039741,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0158964,0.0158964,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000009,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.001973803,0.001973803,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.2768623,0.215952594,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.172211,0.172211,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0039741,0.0039741,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0039741,0.0039741,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0158964,0.0158964,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000010,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.014777969,0.014777969,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",2.0728829,1.616848662,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,CO,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",1.289353,1.289353,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,VOC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0297543,0.0297543,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,PM10,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0297543,0.0297543,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,PM2.5,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,BC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,OC,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.1190172,0.1190172,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000011,INDUSTRIAL,NH3,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.0,0.0,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000012,INDUSTRIAL,SO2,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",0.007847836,0.007847836,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
SRC-IND-000012,INDUSTRIAL,NOx,calculated,expert_excel_workbook,"{""unit"":"""",""value"":""""}","{""unit"":"""",""value"":""""}","{""efficiency"":"""",""method"":""既有专家主导型工作簿""}",1.3227401,1.3227401,既有专家主导型清单编制流程,,False,False,B-S4-IND-HUM,expert_led
